id,number_of_clicks,order_volume
72337,57,0
82518,0,0
11411,20,0
35979,20,0
62232,57,0
82936,0,0
84515,5,0
5283,0,0
14787,45,0
19394,285,0
23346,20,0
43864,20,0
85319,57,0
89830,20,0
1622,5,0
22161,0,0
25196,5,0
48620,28,0
76278,96,0
77087,0,0
77205,5,0
71605,0,0
84196,5,0
1130,0,0
11179,0,0
46850,0,0
64823,0,0
81127,45,0
7623,5,0
30480,57,0
99876,208,0
38165,208,0
76744,5,0
96161,5,0
12568,20,0
14027,5,0
76153,5,0
89711,0,0
31750,0,0
44831,5,0
72820,5,0
79398,80,0
7578,0,0
22736,28,0
63925,5,0
69992,0,0
86599,5,0
15718,5,0
51681,28,0
83073,28,0
91396,0,0
94645,0,0
3239,469,0
10115,28,0
49523,28,0
24044,285,0
25188,0,0
49185,28,0
78126,0,0
92330,0,0
27496,396,0
43151,5,0
47470,0,0
95190,45,0
50424,57,0
51099,28,0
86439,5,0
88327,0,0
56381,0,0
54324,0,0
15007,5,0
37741,0,0
56079,0,0
95979,0,0
9860,28,0
71621,0,0
10496,228,0
27543,0,0
82836,57,0
42543,28,0
64890,0,0
92665,5,0
8012,28,0
29544,28,0
45368,0,0
46929,5,0
70543,5,0
91366,45,0
16873,57,0
27826,0,0
37448,5,0
859,220,0
34938,0,0
37334,5,0
41097,20,0
73939,28,0
97464,28,0
98018,5,0
7778,5,0
41560,372,0
55407,5,0
69258,145,0
90037,0,0
1261,0,0
5671,20,0
29699,0,0
53325,0,0
70849,0,0
312,5,0
17490,0,0
53908,45,0
34790,0,0
39702,5,0
41917,5,0
80578,0,0
49385,20,0
83577,28,0
91622,0,0
50470,0,0
84514,5,0
9701,0,0
45963,0,0
53545,5,0
81218,5,0
95735,0,0
15024,5,0
19872,90,0
47391,45,0
76124,0,0
13360,396,0
47580,20,0
60256,0,0
71821,90,0
76133,0,0
86904,5,0
98777,90,0
1891,5,0
29240,0,0
44828,28,0
56176,208,0
83785,5,0
3165,0,0
51068,0,0
91253,5,0
2109,5,0
42995,0,0
58384,5,0
37975,28,0
84946,0,0
31297,28,0
34415,90,0
40631,20,0
45711,5,0
51483,5,0
55346,57,0
68807,5,0
33558,5,0
42419,0,0
60250,20,0
5191,208,0
19558,57,0
36226,0,0
44906,0,0
59220,5,0
99008,0,0
3213,0,0
27756,0,0
72482,5,0
43553,0,0
65270,5,0
67781,57,0
68659,0,0
83712,5,0
6695,5,0
75595,57,0
94746,28,0
16734,208,0
83064,5,0
2343,0,0
12225,5,0
51087,0,0
53393,0,0
61791,0,0
75288,45,0
85969,57,0
55549,0,0
24823,5,0
30889,0,0
33219,96,0
50496,5,0
75353,5,0
98404,5,0
99362,45,0
2334,0,0
36106,5,0
37392,20,0
41303,28,0
95295,0,0
199,90,0
24920,5,0
37601,5,0
43156,0,0
49366,0,0
88592,5,0
90692,5,0
94520,5,0
97316,57,0
11299,140,0
34885,90,0
41775,57,0
43511,0,0
50202,20,0
73540,200,0
74307,0,0
74329,5,0
89316,20,0
43290,0,0
81787,20,0
8984,0,0
41848,208,0
43405,372,0
62689,0,0
89510,208,0
91183,90,0
3207,5,0
9653,45,0
17135,220,0
76621,0,0
16031,5,0
50164,5,0
53000,5,0
63277,0,0
76612,5,0
85897,20,0
1959,0,0
42143,5,0
42354,5,0
86596,0,0
88606,5,0
9102,20,0
18670,20,0
27167,90,0
58913,20,0
69817,45,0
84200,5,0
84718,5,0
93007,57,0
95702,57,0
98925,5,0
100000,90,0
29072,0,0
30657,90,0
5572,57,0
12044,145,0
29997,45,0
44952,0,0
49583,28,0
91191,0,0
96502,20,0
9382,5,0
25555,0,0
41384,329,0
50241,5,0
5512,0,0
38412,0,0
79641,0,0
95830,145,0
4312,28,0
19705,208,0
19806,5,0
33541,5,0
52263,0,0
71639,57,0
90574,5,0
95695,5,0
96984,0,0
34084,57,0
51715,20,0
62450,5,0
67797,0,0
88318,57,0
97099,5,0
98320,5,0
18585,0,0
50478,5,0
81917,28,0
84067,0,0
93066,5,0
29336,5,0
37862,5,0
41282,20,0
47442,5,0
68277,20,0
3359,20,0
13535,0,0
41685,5,0
79008,208,0
81279,5,0
95747,57,0
15781,90,0
38372,0,0
49055,0,0
98306,20,0
2817,5,0
25425,0,0
66110,28,0
85360,5,0
93289,5,0
94768,5,0
99710,5,0
14496,20,0
39211,5,0
45271,0,0
1046,20,0
12646,5,0
15109,5,0
19961,5,0
43055,5,0
44635,0,0
66504,57,0
67280,90,0
75023,285,0
77238,57,0
77991,5,0
21487,90,0
57137,0,0
72051,0,0
87206,20,0
94491,372,0
95356,5,0
16213,28,0
18716,0,0
30857,57,0
33190,5,0
49986,0,0
59671,0,0
64273,0,0
68601,208,0
74985,5,0
7432,5,0
16379,0,0
20065,5,0
46399,396,0
63555,0,0
75999,5,0
16735,96,0
32911,0,0
46280,5,0
4992,20,0
7894,5,0
35675,5,0
83287,28,0
93977,5,0
8396,5,0
13160,28,0
21876,5,0
30421,80,0
50405,28,0
52676,28,0
66906,112,0
77261,0,0
71192,28,0
91128,5,0
7291,0,0
40886,28,0
93514,0,0
33512,5,0
3986,0,0
24747,20,0
32475,0,0
51892,0,0
53707,5,0
63461,0,0
26473,0,0
67213,90,0
73557,28,0
73853,20,0
84362,5,0
10675,5,0
22160,0,0
23561,28,0
24943,0,0
39043,5,0
44523,5,0
55731,5,0
77104,90,0
94026,285,0
96565,0,0
16231,5,0
17740,5,0
18267,5,0
19174,0,0
37468,5,0
50828,5,0
67187,5,0
80833,5,0
73653,28,0
94329,20,0
21539,5,0
61145,57,0
91605,28,0
28970,57,0
49806,5,0
76150,5,0
11905,5,0
32890,5,0
44701,0,0
48776,5,0
56930,5,0
66881,20,0
75945,57,0
5240,5,0
84260,90,0
33789,5,0
4307,57,0
29471,57,0
34649,28,0
48816,28,0
88147,0,0
40640,5,0
68386,5,0
61506,0,0
88478,5,0
3716,0,0
32339,28,0
40083,0,0
53265,0,0
59463,20,0
60931,28,0
74590,90,0
85390,28,0
86645,5,0
51262,57,0
63829,20,0
92959,0,0
5127,28,0
27514,5,0
31427,5,0
68703,0,0
92236,20,0
11229,5,0
80522,208,0
90401,20,0
98194,0,0
5930,5,0
13471,0,0
24431,45,0
24723,0,0
30744,57,0
31861,5,0
33841,5,0
67408,5,0
69220,57,0
72019,28,0
83626,0,0
85960,0,0
90198,0,0
91835,5,0
2048,5,0
21444,0,0
27450,90,0
36745,0,0
41399,20,0
65926,20,0
88231,0,0
19873,0,0
63910,5,0
11712,28,0
38233,0,0
89261,57,0
219,5,0
48153,90,0
57126,5,0
82207,220,0
6171,0,0
3047,0,0
19355,0,0
61972,5,0
62543,5,0
66258,28,0
68487,90,0
82381,0,0
86316,5,0
42664,0,0
70474,5,0
19383,28,0
77280,5,0
91305,5,0
93713,5,0
2643,5,0
32585,0,0
36386,5,0
74959,5,0
5377,165,0
26178,5,0
48463,0,0
84322,5,0
8440,20,0
45640,5,0
13432,0,0
27975,5,0
46400,20,0
50136,20,0
73954,0,0
74136,0,0
76171,90,0
86935,0,0
90567,5,0
18542,0,0
20011,5,0
20796,5,0
21199,5,0
53185,0,0
58549,0,0
74561,5,0
31441,5,0
46983,5,0
53201,0,0
55959,0,0
10923,0,0
33916,5,0
36076,5,0
87270,208,0
71202,228,0
90951,0,0
3571,5,0
64907,208,0
67278,0,0
1692,28,0
66559,28,0
70145,28,0
70881,5,0
71566,0,0
79108,0,0
12011,220,0
43116,20,0
64494,208,0
77308,5,0
44753,5,0
52094,5,0
3844,28,0
11770,28,0
45450,0,0
62465,0,0
67775,5,0
81435,0,0
1292,0,0
1307,96,0
1594,5,0
43062,5,0
53453,0,0
64924,28,0
68090,28,0
94892,5,0
15148,0,0
56387,80,0
74725,90,0
77016,5,0
209,0,0
6225,0,0
9610,5,0
15852,0,0
18524,28,0
36809,0,0
38563,5,0
45645,396,0
74362,5,0
98060,28,0
83266,28,0
18034,765,0
21203,0,0
42630,5,0
55349,0,0
74446,5,0
76343,5,0
8153,5,0
63305,0,0
83775,5,0
18911,28,0
55817,5,0
64287,5,0
84153,28,0
79038,0,0
8738,28,0
2895,20,0
3914,0,0
11509,228,0
46948,5,0
47761,5,0
62290,5,0
75047,5,0
85635,0,0
87280,208,0
87684,5,0
918,28,0
11893,20,0
62412,0,0
62520,5,0
79323,57,0
5525,20,0
11301,28,0
14885,5,0
31622,20,0
44254,5,0
49233,28,0
64892,5,0
67491,5,0
77768,0,0
79757,28,0
22243,5,0
46904,0,0
33622,0,0
25943,270,0
56341,0,0
79209,5,0
22064,0,0
32506,0,0
34022,0,0
36604,145,0
37747,5,0
46838,0,0
54527,0,0
85071,5,0
22538,285,0
33093,5,0
35844,28,0
37681,5,0
37907,5,0
53017,5,0
56791,57,0
68158,0,0
80779,96,0
87996,0,0
93662,20,0
97010,5,0
18233,5,0
36595,5,0
54718,5,0
60915,0,0
65418,28,0
66277,0,0
67212,20,0
69890,5,0
77503,28,0
900,5,0
3840,28,0
24790,145,0
35178,0,0
89691,20,0
7033,0,0
27619,45,0
38670,5,0
58666,5,0
79720,0,0
10795,5,0
24335,0,0
33842,20,0
66588,28,0
93791,0,0
34627,0,0
63815,57,0
70812,0,0
75021,28,0
65038,5,0
70309,0,0
73449,0,0
3465,0,0
25108,5,0
31239,5,0
39283,5,0
42648,28,0
54803,20,0
67778,220,0
90221,90,0
92667,5,0
93608,28,0
95139,5,0
30360,5,0
70648,0,0
81344,208,0
992,5,0
10876,5,0
17478,5,0
43492,20,0
79105,90,0
87054,5,0
88746,0,0
81200,5,0
22991,28,0
45123,0,0
76183,20,0
82554,5,0
92552,5,0
24897,208,0
92175,5,0
2934,5,0
3437,90,0
6846,57,0
14474,0,0
23734,5,0
26101,0,0
50764,0,0
57178,90,0
20355,5,0
39720,0,0
42254,145,0
21829,5,0
24304,208,0
48715,28,0
85370,5,0
11244,90,0
21212,28,0
74066,5,0
7835,20,0
72535,5,0
74247,285,0
75864,20,0
90976,5,0
95962,0,0
35031,0,0
84772,0,0
89824,5,0
91024,0,0
39046,285,0
39722,0,0
89505,0,0
10187,5,0
39516,5,0
45557,285,0
51209,0,0
9334,0,0
13573,20,0
18492,45,0
24107,57,0
47253,5,0
70018,28,0
78305,20,0
96660,45,0
15459,90,0
34575,0,0
62217,5,0
10031,396,0
10452,285,0
46070,0,0
58941,5,0
68979,5,0
92289,0,0
95487,165,0
42389,0,0
83655,5,0
12557,0,0
31522,20,0
83552,5,0
85477,5,0
26979,285,0
94813,140,0
40038,5,0
72892,5,0
8000,0,0
30505,5,0
35454,0,0
73870,20,0
7101,5,0
67879,5,0
71623,5,0
17245,5,0
41034,5,0
46594,0,0
87361,0,0
6263,5,0
19612,0,0
11239,0,0
14000,0,0
15273,28,0
15996,5,0
26588,0,0
47485,5,0
4131,5,0
13093,45,0
20508,5,0
35252,5,0
50087,5,0
14431,28,0
69238,0,0
27089,0,0
37035,5,0
84306,0,0
35803,20,0
47091,0,0
52563,5,0
99601,5,0
61078,0,0
41180,90,0
41780,5,0
19587,0,0
27300,20,0
27766,0,0
32223,20,0
62762,5,0
76927,5,0
85656,285,0
55176,5,0
66612,0,0
94759,57,0
98906,28,0
74873,5,0
11938,0,0
24258,28,0
37667,28,0
91334,5,0
58628,208,0
78419,90,0
89482,28,0
4411,0,0
62086,28,0
63588,0,0
75646,5,0
92171,57,0
94231,28,0
98305,5,0
61428,112,0
91154,5,0
35545,5,0
15507,5,0
56043,0,0
99914,0,0
46020,5,0
97570,208,0
5452,5,0
96712,0,0
42888,285,0
5303,0,0
52253,5,0
5232,5,0
28329,5,0
65417,5,0
19900,5,0
51740,0,0
69125,5,0
90022,5,0
26485,0,0
41815,5,0
72112,5,0
79486,5,0
66877,285,0
4675,5,0
20550,0,0
58428,5,0
78579,5,0
92314,20,0
16685,57,0
73067,28,0
75510,5,0
40785,208,0
11674,28,0
14903,5,0
31998,0,0
47896,96,0
60898,5,0
71677,5,0
36009,5,0
17011,5,0
33763,0,0
15743,20,0
19318,0,0
36445,5,0
40418,0,0
57991,0,0
16691,5,0
46882,0,0
70828,28,0
98858,20,0
25957,28,0
50899,5,0
68444,5,0
15057,20,0
20564,28,0
43017,5,0
98341,5,0
21789,90,0
77530,0,0
581,90,0
68584,5,0
15044,0,0
51126,208,0
35890,0,0
92067,20,0
44224,5,0
25662,28,0
62668,5,0
73008,20,0
87237,0,0
72531,0,0
93737,145,0
16032,5,0
37890,0,0
19865,208,0
64208,5,0
49017,20,0
71812,5,0
7981,5,0
9552,5,0
30062,0,0
53585,5,0
75130,0,0
86919,270,0
14869,5,0
27955,20,0
75986,28,0
76623,5,0
97632,5,0
14766,285,0
34743,0,0
68848,5,0
79944,5,0
99861,20,0
37215,5,0
84694,5,0
18653,5,0
56323,28,0
1112,0,0
11704,5,0
37970,5,0
59034,28,0
46805,28,0
14161,5,0
26450,57,0
87464,0,0
20837,80,0
82930,5,0
99165,0,0
29089,0,0
40196,0,0
72301,5,0
77684,0,0
587,0,0
1302,57,0
72080,0,0
75142,28,0
22149,0,0
23434,5,0
26603,28,0
92423,208,0
49282,0,0
61771,5,0
39639,0,0
68073,5,0
3481,5,0
93498,20,0
38838,5,0
89182,208,0
93176,5,0
18997,0,0
20948,0,0
58193,28,0
63234,90,0
2763,112,0
1446,20,0
30524,0,0
66039,57,0
76286,90,0
78453,145,0
17523,0,0
23538,0,0
36114,28,0
40264,20,0
58981,5,0
84471,28,0
9963,28,0
37178,5,0
41647,5,0
97000,5,0
5835,0,0
91517,5,0
28138,208,0
48215,28,0
84255,0,0
39600,5,0
95736,5,0
28097,0,0
19344,0,0
20073,5,0
28244,0,0
54701,0,0
62598,28,0
96490,5,0
79535,28,0
3018,378,0
7415,0,0
34001,0,0
42361,5,0
43295,0,0
78042,5,0
65537,5,0
40077,28,0
85687,90,0
24690,57,0
46580,5,0
12784,0,0
81087,208,0
3966,5,0
6186,5,0
59868,90,0
62578,0,0
90026,28,0
73857,0,0
58204,5,0
71359,28,0
58585,90,0
88148,5,0
60218,378,0
8703,5,0
48355,28,0
15101,0,0
34297,20,0
60446,28,0
17392,0,0
60496,608,0
9961,5,0
18685,608,0
29443,20,0
35770,20,0
43559,140,0
98862,5,0
16134,5,0
85171,0,0
49442,0,0
66038,20,0
98713,0,0
40676,5,0
88175,0,0
67572,5,0
78638,5,0
19254,140,0
57376,0,0
78237,0,0
93582,5,0
54475,0,0
11576,28,0
28290,20,0
32816,5,0
76793,5,0
9968,0,0
78547,0,0
91534,0,0
92832,20,0
19515,0,0
75485,5,0
75518,57,0
54588,28,0
68826,20,0
26839,5,0
27919,28,0
48501,5,0
63279,0,0
86437,0,0
44855,20,0
10709,28,0
34195,0,0
35109,228,0
2713,5,0
16463,5,0
42231,0,0
56407,5,0
72882,5,0
8521,28,0
55014,5,0
93123,0,0
10516,57,0
32923,285,0
64212,5,0
68500,5,0
41773,20,0
56629,5,0
70897,5,0
81507,28,0
9031,0,0
34829,90,0
62344,0,0
55984,0,0
23969,0,0
72831,228,0
72957,608,0
86236,5,0
92913,0,0
49646,0,0
88120,5,0
5384,5,0
12608,5,0
62586,285,0
89869,5,0
52304,5,0
32384,0,0
70468,57,0
16504,0,0
95070,5,0
5770,45,0
38466,208,0
53405,90,0
1063,5,0
99644,28,0
26173,20,0
30022,5,0
46858,20,0
51251,5,0
58379,28,0
95571,0,0
1698,28,0
21023,5,0
54663,5,0
63830,0,0
79391,0,0
58402,0,0
67821,5,0
71414,5,0
71669,5,0
17295,20,0
28069,57,0
30408,5,0
79569,5,0
45117,285,0
5926,28,0
7853,0,0
23216,28,0
1603,20,0
35859,0,0
76062,285,0
81552,20,0
31316,57,0
20148,145,0
15984,5,0
65722,0,0
49815,5,0
64140,5,0
89585,0,0
12215,5,0
54015,28,0
54309,5,0
56977,140,0
67009,5,0
52413,0,0
59480,5,0
37785,28,0
96724,57,0
72403,0,0
12025,5,0
19042,20,0
42595,0,0
43163,20,0
51872,0,0
59367,28,0
61421,0,0
98455,5,0
7071,90,0
35339,5,0
45152,0,0
51184,90,0
95691,228,0
1274,90,0
7501,285,0
10815,0,0
25742,0,0
67323,0,0
20733,0,0
91294,28,0
14270,20,0
15553,0,0
27457,0,0
29520,28,0
30299,5,0
41741,0,0
74155,5,0
90883,5,0
70866,5,0
61367,28,0
69089,140,0
73434,5,0
99565,0,0
3045,208,0
15462,0,0
67031,5,0
83299,5,0
35444,208,0
56736,0,0
85883,5,0
2167,5,0
42239,5,0
12529,57,0
80814,28,0
97705,208,0
29754,5,0
46597,5,0
56241,28,0
90005,0,0
98114,5,0
48888,0,0
62483,285,0
72102,0,0
32359,5,0
98521,5,0
13214,28,0
27191,5,0
52386,5,0
58234,5,0
93535,0,0
99326,200,0
5672,5,0
31435,0,0
78529,5,0
13069,0,0
29205,270,0
12563,0,0
33236,28,0
34469,28,0
43307,5,0
53021,5,0
53071,5,0
58018,57,0
16825,90,0
21323,5,0
39262,5,0
69784,57,0
70079,5,0
98980,28,0
34188,5,0
45971,5,0
51821,5,0
63021,0,0
11511,5,0
23121,0,0
93726,5,0
55085,5,0
58161,5,0
1813,28,0
6525,20,0
63506,5,0
30792,28,0
68950,5,0
64751,5,0
68070,0,0
89279,0,0
22597,28,0
22999,5,0
31814,0,0
49693,28,0
91406,0,0
95683,5,0
70704,20,0
84841,0,0
25516,5,0
32466,96,0
36402,0,0
99821,5,0
82842,28,0
93579,378,0
93888,28,0
82759,0,0
27521,57,0
9687,0,0
21430,5,0
46587,396,0
73627,5,0
86760,0,0
25004,5,0
36242,0,0
37245,0,0
39871,5,0
88637,0,0
45626,0,0
191,57,0
9648,5,0
39330,0,0
46534,80,0
46831,20,0
63314,20,0
80023,0,0
88455,20,0
22316,5,0
88509,20,0
35848,28,0
40084,90,0
50038,20,0
95877,0,0
47764,5,0
3348,140,0
3514,0,0
27678,5,0
1389,5,0
5645,5,0
6115,90,0
72277,5,0
86376,0,0
3717,0,0
61894,0,0
14331,5,0
37258,5,0
23043,0,0
53471,0,0
65294,5,0
23124,208,0
55826,5,0
65638,20,0
83190,0,0
15083,5,0
33499,0,0
59299,0,0
76079,0,0
88206,5,0
491,5,0
28732,0,0
41662,208,0
79558,28,0
83972,0,0
54438,28,0
16389,469,0
69364,28,0
23699,165,0
48034,0,0
61872,5,0
94060,0,0
34986,270,0
83561,0,0
47754,28,0
49409,5,0
81455,28,0
40815,5,0
86139,5,0
96986,5,0
8886,20,0
16757,5,0
91203,0,0
78298,285,0
15881,5,0
69860,5,0
82870,5,0
87768,0,0
4662,5,0
25981,378,0
45865,5,0
53152,0,0
36319,112,0
6761,5,0
41397,112,0
78626,0,0
82328,5,0
89794,90,0
99041,5,0
14802,0,0
44267,140,0
90450,0,0
98426,5,0
4038,5,0
32436,0,0
40755,208,0
45564,5,0
45837,57,0
67059,28,0
3479,5,0
6789,20,0
29816,28,0
52596,28,0
12455,208,0
13927,0,0
33049,20,0
34554,5,0
44871,0,0
65817,57,0
72246,5,0
94425,57,0
94567,5,0
99480,90,0
25692,5,0
89661,0,0
7110,5,0
10875,57,0
11768,5,0
18968,20,0
23386,140,0
34836,5,0
37265,0,0
42670,5,0
43166,0,0
45196,5,0
45425,57,0
83122,5,0
89352,5,0
94977,0,0
97691,5,0
6874,28,0
9797,0,0
29310,5,0
58203,28,0
96940,0,0
42407,57,0
58213,0,0
94405,5,0
3785,5,0
16167,5,0
17491,20,0
20078,57,0
21630,28,0
24349,28,0
42505,20,0
69468,5,0
74847,0,0
78159,5,0
78326,5,0
88843,5,0
18316,285,0
50728,0,0
62278,5,0
76228,28,0
77365,20,0
95974,0,0
6395,5,0
6790,5,0
59782,0,0
68635,5,0
2540,5,0
12075,5,0
23983,57,0
25798,5,0
29696,5,0
72651,0,0
64159,145,0
64880,5,0
42845,5,0
85896,5,0
49913,28,0
55234,5,0
66745,285,0
67752,0,0
2033,90,0
30077,5,0
59925,20,0
90184,20,0
31449,5,0
97855,5,0
71769,140,0
10059,90,0
34972,57,0
79157,90,0
48822,0,0
90691,5,0
13026,20,0
36021,0,0
38321,5,0
6515,5,0
35495,5,0
41814,5,0
56098,0,0
76101,396,0
93539,0,0
4367,0,0
68317,5,0
80231,5,0
13383,20,0
55950,140,0
32788,5,0
54162,5,0
71970,0,0
8863,0,0
55637,145,0
69437,5,0
70087,5,0
582,0,0
23900,5,0
24658,5,0
36241,5,0
38222,0,0
85831,294,0
88537,5,0
93595,57,0
6319,5,0
8652,5,0
21090,28,0
25655,28,0
44450,5,0
69185,28,0
71216,0,0
75469,5,0
76417,57,0
91484,5,0
12570,5,0
45275,5,0
57465,5,0
76028,5,0
57125,0,0
45783,5,0
50691,0,0
68681,28,0
74312,20,0
94995,80,0
95961,20,0
55703,0,0
59720,0,0
75604,0,0
1503,90,0
61269,0,0
69058,5,0
83412,5,0
84168,1353,0
37299,28,0
45826,5,0
50581,0,0
73360,57,0
76102,0,0
88738,5,0
99155,5,0
10838,5,0
24238,28,0
30369,5,0
35876,20,0
39641,396,0
46946,28,0
99866,5,0
33470,57,0
64658,469,0
37404,5,0
41407,5,0
15847,5,0
35406,5,0
75556,5,0
99956,5,0
25728,5,0
45870,5,0
71070,5,0
10016,0,0
25861,5,0
367,145,0
22882,145,0
86854,28,0
18085,20,0
32677,0,0
73263,5,0
87865,0,0
92365,57,0
44124,57,0
47362,0,0
86843,0,0
93902,0,0
4257,0,0
42322,0,0
92718,0,0
17337,0,0
36279,5,0
46700,20,0
71951,0,0
7092,5,0
86251,0,0
39044,165,0
52914,28,0
60718,28,0
80037,0,0
90878,20,0
28065,57,0
65944,5,0
30812,5,0
6394,5,0
70589,28,0
7795,0,0
77783,0,0
66920,5,0
67229,0,0
3745,0,0
25734,28,0
40343,28,0
74198,28,0
84507,0,0
42334,5,0
45982,28,0
52242,57,0
68861,28,0
72452,5,0
33104,5,0
92769,20,0
35618,0,0
59486,57,0
81832,140,0
74173,20,0
28083,28,0
32234,28,0
43796,28,0
32125,20,0
11810,20,0
66520,0,0
14878,0,0
37810,28,0
40245,208,0
53276,0,0
60706,0,0
44336,57,0
20699,45,0
22030,0,0
27165,28,0
44892,140,0
87525,0,0
24771,5,0
53457,0,0
56359,0,0
70438,0,0
66351,28,0
615,5,0
7903,0,0
40086,28,0
42307,90,0
13994,5,0
4436,0,0
77701,0,0
52261,0,0
58921,5,0
17530,5,0
53235,208,0
83624,0,0
44787,0,0
61912,5,0
22686,0,0
49323,0,0
71148,0,0
40007,0,0
23449,0,0
20584,5,0
44694,57,0
85124,0,0
82449,28,0
66198,0,0
84638,5,0
24039,5,0
17664,20,0
58212,208,0
73602,57,0
22118,0,0
983,57,0
23600,5,0
34494,90,0
59957,0,0
16683,5,0
22926,45,0
36926,45,0
37411,28,0
38812,20,0
46166,5,0
54082,0,0
90747,5,0
48833,5,0
73854,0,0
99327,0,0
67405,5,0
65158,0,0
38469,5,0
38780,5,0
71398,5,0
83784,5,0
18577,5,0
85935,208,0
16518,270,0
39861,5,0
83201,0,0
2031,5,0
22462,5,0
22939,5,0
34810,5,0
65538,5,0
66899,0,0
92748,57,0
87042,20,0
81135,228,0
52157,57,0
45438,20,0
82447,5,0
16398,5,0
55969,90,0
18161,140,0
3015,140,0
4485,5,0
6732,5,0
31167,5,0
40046,20,0
45382,0,0
66100,220,0
96290,5,0
99271,28,0
3445,0,0
4263,28,0
8769,5,0
11409,0,0
13498,28,0
20021,5,0
26346,5,0
30042,20,0
31630,0,0
39041,28,0
41370,0,0
47903,28,0
51412,0,0
51686,5,0
52225,28,0
57310,5,0
82466,0,0
96327,0,0
98622,57,0
6667,96,0
68017,5,0
78862,696,0
88567,0,0
89225,5,0
95817,28,0
24556,5,0
29258,140,0
31377,5,0
48635,0,0
52397,208,0
69945,0,0
4700,5,0
16577,0,0
45456,5,0
66724,0,0
91449,140,0
626,45,0
2528,5,0
53596,5,0
93558,285,0
95627,5,0
21996,0,0
36412,5,0
21524,0,0
24820,28,0
39532,5,0
45335,0,0
47602,28,0
48326,396,0
48705,5,0
59919,294,0
85404,140,0
91233,208,0
98698,0,0
6031,0,0
37286,5,0
38752,20,0
81503,0,0
82039,28,0
95160,90,0
1384,28,0
29660,0,0
42997,20,0
61466,5,0
95168,5,0
18784,0,0
50688,5,0
52036,57,0
57071,5,0
57257,20,0
64554,0,0
97594,5,0
8824,90,0
8947,28,0
18422,20,0
20818,5,0
39706,5,0
40392,5,0
42111,5,0
44431,20,0
69807,5,0
91155,0,0
93718,5,0
99025,5,0
10506,28,0
58772,0,0
74771,0,0
83492,208,0
99856,208,0
4404,28,0
14224,208,0
20191,145,0
24574,57,0
67013,0,0
77547,5,0
90457,28,0
94213,90,0
5336,0,0
20442,96,0
31801,1010,0
50206,5,0
56093,5,0
58726,5,0
60341,0,0
3218,20,0
16569,5,0
17204,28,0
36615,5,0
72869,5,0
77712,5,0
17653,0,0
35473,0,0
40100,28,0
17689,5,0
28673,5,0
47108,5,0
87761,96,0
90933,20,0
98333,5,0
9333,5,0
13642,0,0
38277,0,0
42388,0,0
61991,0,0
63673,5,0
80125,28,0
87578,20,0
93923,5,0
96790,0,0
11651,5,0
18458,5,0
19792,0,0
24149,5,0
26055,0,0
42731,28,0
59322,28,0
2553,5,0
7826,0,0
11318,0,0
21840,5,0
25408,45,0
25698,5,0
25774,20,0
30919,5,0
36064,5,0
42141,5,0
42306,0,0
48616,5,0
49116,5,0
54398,45,0
60941,5,0
62313,5,0
79086,90,0
79226,5,0
80065,0,0
80579,90,0
80782,5,0
83615,0,0
85982,0,0
89350,20,0
98651,0,0
14261,0,0
32018,5,0
45104,140,0
53358,57,0
69885,5,0
84209,0,0
5846,5,0
15771,0,0
21625,5,0
28366,28,0
32840,20,0
51145,396,0
58496,5,0
5803,5,0
7354,5,0
22813,57,0
24590,20,0
27586,5,0
50371,20,0
65015,5,0
86040,5,0
91735,28,0
94633,28,0
95650,0,0
97337,145,0
11495,0,0
19357,5,0
22788,90,0
51729,5,0
63686,1010,0
69959,57,0
85643,396,0
94574,28,0
96319,0,0
6412,28,0
10572,45,0
11014,20,0
17242,0,0
20616,0,0
42962,0,0
43086,28,0
43715,220,0
56513,0,0
58919,28,0
60501,5,0
61347,0,0
64972,5,0
72288,0,0
80087,208,0
84563,5,0
84999,0,0
92218,208,0
99265,0,0
23962,5,0
34578,90,0
48033,20,0
66887,5,0
72877,5,0
81910,0,0
50,5,0
3206,5,0
5476,5,0
9585,5,0
67116,5,0
91454,5,0
4948,5,0
5046,28,0
9470,208,0
13830,5,0
17315,0,0
32492,5,0
35825,20,0
42420,145,0
52120,396,0
54141,140,0
63858,5,0
67829,0,0
70529,20,0
75532,5,0
92883,285,0
93342,20,0
28495,5,0
37977,0,0
42687,0,0
44793,0,0
61317,28,0
5433,285,0
26241,20,0
28019,396,0
28958,20,0
71053,5,0
76838,5,0
83958,5,0
36969,28,0
45627,0,0
47789,5,0
73598,90,0
74079,20,0
91255,208,0
23855,5,0
24505,28,0
26776,5,0
40574,112,0
88889,0,0
93199,0,0
97259,28,0
99397,5,0
38271,28,0
57646,5,0
773,112,0
4348,0,0
9115,57,0
9873,5,0
15519,5,0
18779,57,0
28321,5,0
47002,20,0
75258,57,0
90321,5,0
91975,5,0
95530,0,0
96353,208,0
96514,5,0
4564,5,0
10575,28,0
27452,5,0
80147,208,0
87071,5,0
87914,5,0
94016,0,0
3679,5,0
32162,0,0
33550,0,0
46062,90,0
55266,0,0
99186,5,0
17095,5,0
18860,5,0
47115,0,0
50045,5,0
54887,28,0
55985,5,0
66451,0,0
70665,0,0
74986,0,0
95010,5,0
96696,208,0
4261,208,0
4513,96,0
10380,0,0
10528,0,0
24961,0,0
42087,5,0
43971,20,0
58275,5,0
60816,45,0
61311,0,0
